"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"09.03.2018","1.482,10","1.474,31","1.485,67","1.474,18","-","0,53%"
"08.03.2018","1.474,31","1.473,76","1.477,57","1.470,05","-","0,04%"
"07.03.2018","1.473,76","1.475,53","1.477,94","1.471,40","-","-0,12%"
"06.03.2018","1.475,53","1.469,83","1.483,27","1.465,89","-","0,39%"
"05.03.2018","1.469,83","1.456,38","1.469,83","1.455,06","-","0,92%"
"02.03.2018","1.456,38","1.466,28","1.467,86","1.455,95","-","-0,68%"
"01.03.2018","1.466,28","1.478,33","1.479,64","1.461,52","-","-0,82%"
"28.02.2018","1.478,33","1.516,53","1.521,46","1.478,33","-","-2,52%"
"27.02.2018","1.516,53","1.524,90","1.526,53","1.510,96","-","-0,55%"
"26.02.2018","1.524,90","1.532,60","1.536,40","1.524,90","-","-0,50%"
"23.02.2018","1.532,60","1.532,20","1.538,02","1.528,04","-","0,03%"
"22.02.2018","1.532,20","1.525,24","1.542,61","1.525,24","-","0,46%"
"21.02.2018","1.525,24","1.517,39","1.525,24","1.515,42","-","0,52%"
"20.02.2018","1.517,39","1.515,70","1.525,95","1.513,05","-","0,11%"
"19.02.2018","1.515,70","1.520,71","1.521,98","1.514,02","-","-0,33%"
"16.02.2018","1.520,71","1.514,36","1.525,66","1.511,62","-","0,42%"
"15.02.2018","1.514,36","1.518,78","1.523,41","1.512,48","-","-0,29%"
"14.02.2018","1.518,78","1.504,98","1.518,81","1.498,65","-","0,92%"
"13.02.2018","1.504,98","1.509,48","1.510,42","1.499,30","-","-0,30%"
"12.02.2018","1.509,48","1.500,99","1.520,61","1.500,62","-","0,57%"
"09.02.2018","1.500,99","1.504,77","1.511,51","1.493,53","-","-0,25%"
"08.02.2018","1.504,77","1.526,87","1.527,03","1.504,77","-","-1,45%"
"07.02.2018","1.526,87","1.526,83","1.539,45","1.523,12","-","0,00%"
"06.02.2018","1.526,83","1.523,07","1.535,58","1.511,53","-","0,25%"
"05.02.2018","1.523,07","1.567,74","1.567,74","1.522,50","-","-2,85%"
"02.02.2018","1.567,74","1.580,97","1.580,97","1.564,32","-","-0,84%"
"01.02.2018","1.580,97","1.558,18","1.580,97","1.551,28","-","1,46%"
"31.01.2018","1.558,18","1.582,98","1.586,44","1.558,18","-","-1,57%"
"30.01.2018","1.582,98","1.598,40","1.598,40","1.576,89","-","-0,96%"
"29.01.2018","1.598,40","1.592,82","1.598,40","1.583,17","-","0,35%"
"26.01.2018","1.592,82","1.588,97","1.593,90","1.584,98","-","0,24%"
"25.01.2018","1.588,97","1.589,60","1.595,31","1.581,45","-","-0,04%"
"24.01.2018","1.589,60","1.570,34","1.589,92","1.567,09","-","1,23%"
"23.01.2018","1.570,34","1.557,86","1.570,34","1.555,53","-","0,80%"
"22.01.2018","1.557,86","1.551,04","1.561,99","1.543,29","-","0,44%"
"19.01.2018","1.551,04","1.548,07","1.551,04","1.542,54","-","0,19%"
"18.01.2018","1.548,07","1.543,54","1.548,10","1.540,49","-","0,29%"
"17.01.2018","1.543,54","1.539,10","1.543,84","1.533,17","-","0,29%"
"16.01.2018","1.539,10","1.513,76","1.539,10","1.512,10","-","1,67%"
"15.01.2018","1.513,76","1.521,41","1.521,61","1.511,04","-","-0,50%"
"12.01.2018","1.521,41","1.523,33","1.523,33","1.513,10","-","-0,13%"
"11.01.2018","1.523,33","1.537,70","1.539,22","1.514,89","-","-0,93%"
"10.01.2018","1.537,70","1.547,31","1.553,11","1.535,97","-","-0,62%"
"09.01.2018","1.547,31","1.545,57","1.548,18","1.535,21","-","0,11%"
"05.01.2018","1.545,57","1.531,68","1.545,57","1.525,50","-","0,91%"
"04.01.2018","1.531,68","1.515,84","1.531,68","1.507,65","-","1,04%"
"03.01.2018","1.515,84","1.516,68","1.518,30","1.510,78","-","-0,06%"
"02.01.2018","1.516,68","1.513,65","1.517,20","1.504,62","-","0,20%"
"28.12.2017","1.513,65","1.505,00","1.514,70","1.501,43","-","0,57%"
"27.12.2017","1.505,00","1.493,50","1.505,90","1.492,37","-","0,77%"
"26.12.2017","1.493,50","1.493,93","1.495,89","1.487,46","-","-0,03%"
